iter	Passed	Remaining
299	2437	34129
300	2446	34133
301	2456	34140
302	2463	34128
303	2471	34118
304	2479	34105
305	2487	34098
306	2496	34091
307	2504	34088
308	2513	34091
309	2521	34081
310	2529	34066
311	2537	34063
312	2546	34061
313	2553	34047
314	2561	34037
315	2571	34042
316	2581	34058
317	2595	34130
318	2606	34160
319	2616	34174
320	2625	34184
321	2636	34202
322	2644	34200
323	2654	34219
324	2665	34242
325	2674	34242
326	2683	34243
327	2692	34243
328	2701	34243
329	2708	34231
330	2716	34215
331	2724	34210
332	2733	34206
333	2741	34196
334	2750	34191
335	2758	34186
336	2766	34179
337	2775	34172
338	2783	34162
339	2791	34150
340	2799	34139
341	2807	34127
342	2815	34123
343	2823	34116
344	2832	34112
345	2842	34124
346	2851	34122
347	2859	34115
348	2866	34099
349	2875	34097
350	2883	34087
351	2892	34088
352	2901	34083
353	2909	34077
354	2918	34077
355	2927	34074
356	2935	34067
357	2943	34058
358	2952	34052
359	2960	34042
360	2968	34039
361	2976	34029
362	2985	34023
363	2993	34015
364	3001	34005
365	3011	34011
366	3019	34009
367	3028	33999
368	3036	33993
369	3047	34013
370	3055	34009
371	3063	34000
372	3070	33974
373	3077	33949
374	3083	33922
375	3090	33901
376	3096	33869
377	3103	33841
378	3109	33813
379	3117	33801
380	3124	33780
381	3131	33760
382	3138	33732
383	3145	33712
384	3152	33692
385	3158	33664
386	3164	33636
387	3171	33612
388	3178	33594
389	3185	33568
390	3192	33548
391	3199	33524
392	3206	33505
393	3212	33477
394	3219	33458
395	3227	33451
396	3237	33461
397	3247	33475
398	3255	33462
399	3263	33448
400	3269	33423
401	3276	33402
402	3285	33400
403	3292	33384
404	3299	33363
405	3307	33350
406	3314	33328
407	3321	33309
408	3329	33307
409	3337	33289
410	3343	33267
411	3350	33247
412	3357	33223
413	3364	33201
414	3370	33178
415	3376	33151
416	3383	33131
417	3391	33116
418	3397	33094
419	3404	33075
420	3411	33049
421	3417	33028
422	3424	33003
423	3430	32979
424	3436	32952
425	3443	32933
426	3449	32904
427	3458	32899
428	3466	32894
429	3474	32889
430	3481	32871
431	3489	32854
432	3496	32840
433	3503	32825
434	3511	32817
435	3522	32832
436	3530	32825
437	3538	32811
438	3545	32798
439	3552	32779
440	3558	32756
441	3565	32736
442	3572	32718
443	3580	32705
444	3587	32689
445	3594	32669
446	3601	32652
447	3607	32628
448	3615	32619
449	3621	32593
450	3628	32579
451	3640	32599
452	3662	32723
453	3674	32748
454	3686	32770
455	3697	32789
456	3708	32808
457	3718	32812
458	3728	32825
459	3739	32842
460	3749	32850
461	3763	32896
462	3774	32909
463	3783	32912
464	3793	32914
465	3802	32919
466	3813	32931
467	3822	32933
468	3835	32961
469	3845	32973
470	3854	32972
471	3865	32986
472	3874	32985
473	3882	32977
474	3891	32979
475	3901	32980
476	3909	32973
477	3917	32963
478	3926	32964
479	3936	32966
480	3944	32960
481	3955	32970
482	3967	33000
483	3978	33010
484	3988	33021
485	4001	33046
486	4014	33084
487	4041	33227
488	4053	33250
489	4066	33282
490	4080	33318
491	4092	33335
492	4107	33386
493	4119	33403
494	4127	33398
495	4135	33386
496	4143	33376
497	4152	33368
498	4159	33354
499	4167	33341
500	4177	33343
501	4185	33333
502	4194	33327
503	4202	33316
504	4210	33309
505	4218	33300
506	4225	33282
507	4238	33307
508	4247	33306
509	4256	33301
510	4265	33300
511	4274	33290
512	4283	33291
513	4292	33287
514	4301	33284
515	4310	33281
516	4320	33283
517	4331	33299
518	4345	33329
519	4353	33324
520	4364	33335
521	4374	33335
522	4383	33331
523	4391	33320
524	4400	33317
525	4408	33310
526	4416	33293
527	4424	33281
528	4432	33271
529	4440	33264
530	4449	33257
531	4459	33263
532	4467	33249
533	4475	33240
534	4484	33235
535	4492	33221
536	4499	33205
537	4507	33191
538	4514	33178
539	4522	33164
540	4530	33151
541	4537	33135
542	4546	33134
543	4554	33120
544	4563	33120
545	4572	33110
546	4580	33104
547	4590	33103
548	4601	33116
549	4614	33139
550	4625	33148
551	4639	33184
552	4657	33245
553	4669	33261
554	4682	33283
555	4695	33306
556	4705	33309
557	4717	33326
558	4731	33356
559	4746	33393
560	4766	33467
561	4781	33506
562	4797	33551
563	4808	33555
564	4823	33597
565	4837	33622
566	4846	33619
567	4855	33613
568	4863	33603
569	4871	33587
570	4879	33577
571	4888	33568
572	4898	33574
573	4907	33564
574	4915	33555
575	4923	33543
576	4931	33531
577	4940	33523
578	4948	33511
579	4960	33524
580	4972	33542
581	4983	33550
582	5000	33595
583	5013	33615
584	5026	33635
585	5036	33637
586	5052	33678
587	5066	33708
588	5079	33725
589	5089	33725
590	5100	33736
591	5111	33740
592	5120	33735
593	5129	33730
594	5141	33740
595	5149	33733
596	5159	33733
597	5169	33728
598	5179	33732
599	5188	33723
600	5201	33747
601	5213	33756
602	5221	33747
603	5230	33736
604	5238	33727
605	5248	33724
606	5254	33698
607	5264	33698
608	5270	33671
609	5280	33674
610	5287	33655
611	5294	33633
612	5301	33619
613	5308	33598
614	5315	33578
615	5322	33560
616	5328	33535
617	5336	33519
618	5343	33502
619	5349	33479
620	5356	33457
621	5362	33433
622	5368	33411
623	5376	33395
624	5383	33380
625	5390	33359
626	5396	33336
627	5403	33314
628	5409	33290
629	5417	33277
630	5424	33260
631	5431	33241
632	5438	33223
633	5446	33208
634	5454	33196
635	5461	33181
636	5469	33168
637	5476	33149
638	5485	33146
639	5492	33125
640	5500	33113
641	5507	33098
642	5515	33084
643	5521	33062
644	5530	33055
645	5537	33039
646	5544	33020
647	5551	33002
648	5559	32989
649	5566	32971
650	5573	32954
651	5581	32939
652	5590	32934
653	5598	32922
654	5606	32911
655	5613	32895
656	5621	32884
657	5628	32864
658	5636	32853
659	5643	32836
660	5650	32819
661	5657	32800
662	5664	32784
663	5671	32762
664	5677	32740
665	5683	32719
666	5690	32703
667	5697	32682
668	5703	32659
669	5709	32639
670	5716	32621
671	5722	32598
672	5729	32579
673	5735	32559
674	5742	32540
675	5749	32524
676	5756	32505
677	5762	32483
678	5769	32464
679	5775	32445
680	5782	32428
681	5789	32411
682	5795	32390
683	5805	32391
684	5813	32378
685	5820	32358
686	5827	32344
687	5834	32328
688	5840	32307
689	5847	32287
690	5853	32265
691	5860	32250
692	5867	32232
693	5873	32212
694	5880	32192
695	5886	32171
696	5893	32157
697	5900	32141
698	5907	32122
699	5916	32115
700	5923	32102
701	5932	32095
702	5940	32086
703	5948	32075
704	5956	32064
705	5964	32052
706	5972	32043
707	5980	32032
708	5988	32022
709	5997	32015
710	6006	32008
711	6014	31999
712	6022	31987
713	6030	31977
714	6039	31969
715	6047	31959
716	6055	31948
717	6063	31937
718	6087	32014
719	6131	32189
720	6168	32328
721	6198	32433
722	6206	32422
723	6215	32415
724	6223	32406
725	6234	32410
726	6257	32476
727	6268	32481
728	6289	32534
729	6297	32520
730	6304	32503
731	6312	32491
732	6318	32472
733	6324	32451
734	6332	32437
735	6339	32420
736	6345	32401
737	6352	32383
738	6361	32376
739	6370	32369
740	6380	32365
741	6388	32358
742	6398	32353
743	6407	32346
744	6417	32347
745	6427	32345
746	6438	32349
747	6449	32351
748	6459	32347
749	6470	32353
750	6480	32349
751	6489	32346
752	6498	32338
753	6509	32338
754	6517	32330
755	6528	32330
756	6537	32322
757	6550	32336
758	6561	32338
759	6569	32330
760	6584	32350
761	6594	32348
762	6603	32343
763	6614	32347
764	6622	32334
765	6630	32319
766	6636	32300
767	6643	32283
768	6650	32265
769	6658	32255
770	6666	32244
771	6674	32232
772	6681	32215
773	6688	32197
774	6689	32151
775	6695	32131
776	6701	32110
777	6708	32093
778	6714	32073
779	6721	32054
780	6727	32035
781	6733	32016
782	6785	32212
783	6802	32241
784	6810	32230
785	6828	32267
786	6837	32260
787	6845	32247
788	6855	32243
789	6862	32226
790	6869	32210
791	6875	32188
792	6883	32177
793	6890	32161
794	6896	32142
795	6903	32125
796	6910	32106
797	6916	32085
798	6922	32066
799	6929	32046
800	6935	32027
801	6942	32010
802	6948	31991
803	6954	31971
804	6961	31953
805	6968	31935
806	6974	31916
807	6980	31895
808	6987	31877
809	6993	31858
810	6999	31839
811	7006	31821
812	7012	31801
813	7019	31785
814	7026	31769
815	7033	31753
816	7039	31732
817	7046	31717
818	7053	31700
819	7059	31683
820	7066	31666
821	7075	31660
822	7084	31653
823	7093	31644
824	7102	31640
825	7111	31633
826	7119	31618
827	7125	31601
828	7132	31582
829	7138	31566
830	7144	31546
831	7151	31528
832	7157	31509
833	7164	31491
834	7170	31471
835	7176	31451
836	7183	31435
837	7190	31421
838	7196	31403
839	7203	31385
840	7210	31370
841	7217	31357
842	7225	31343
843	7231	31326
844	7238	31308
845	7244	31291
846	7251	31274
847	7258	31257
848	7264	31239
849	7271	31224
850	7277	31206
851	7284	31190
852	7291	31175
853	7298	31158
854	7304	31141
855	7311	31123
856	7317	31103
857	7323	31087
858	7330	31069
859	7336	31053
860	7342	31034
861	7349	31018
862	7356	31004
863	7365	30996
864	7372	30981
865	7378	30964
866	7385	30946
867	7391	30928
868	7398	30914
869	7405	30897
870	7412	30884
871	7419	30867
872	7425	30850
873	7431	30833
874	7438	30815
875	7445	30802
876	7452	30787
877	7459	30771
878	7464	30751
879	7471	30736
880	7478	30719
881	7484	30702
882	7491	30685
883	7497	30668
884	7504	30653
885	7510	30636
886	7517	30620
887	7523	30601
888	7529	30584
889	7536	30568
890	7543	30553
891	7549	30537
892	7557	30525
893	7564	30510
894	7571	30496
895	7577	30479
896	7584	30465
897	7591	30450
898	7598	30435
899	7604	30419
900	7611	30402
901	7617	30385
902	7623	30368
903	7630	30353
904	7636	30336
905	7643	30320
906	7650	30304
907	7656	30287
908	7662	30271
909	7668	30254
910	7675	30237
911	7682	30223
912	7689	30210
913	7695	30194
914	7702	30179
915	7709	30162
916	7715	30145
917	7721	30129
918	7727	30112
919	7734	30097
920	7743	30092
921	7750	30075
922	7756	30059
923	7763	30046
924	7770	30031
925	7776	30015
926	7783	29999
927	7790	29987
928	7797	29972
929	7803	29956
930	7810	29940
931	7817	29926
932	7823	29909
933	7829	29894
934	7836	29878
935	7843	29865
936	7849	29849
937	7855	29831
938	7862	29816
939	7865	29787
940	7871	29772
941	7878	29757
942	7885	29743
943	7892	29729
944	7898	29714
945	7904	29697
946	7911	29682
947	7918	29669
948	7925	29657
949	7932	29641
950	7939	29627
951	7945	29611
952	7951	29596
953	7958	29582
954	7965	29567
955	7972	29554
956	7980	29544
957	7986	29528
958	7993	29513
959	7999	29499
960	8006	29485
961	8013	29471
962	8020	29459
963	8026	29442
964	8034	29431
965	8041	29417
966	8048	29404
967	8054	29388
968	8060	29372
969	8067	29358
970	8073	29343
971	8080	29328
972	8088	29318
973	8096	29309
974	8103	29297
975	8109	29280
976	8115	29265
977	8122	29251
978	8130	29241
979	8139	29234
980	8145	29220
981	8152	29205
982	8158	29189
983	8165	29176
984	8171	29161
985	8178	29146
986	8184	29131
987	8190	29115
988	8197	29101
989	8203	29086
990	8210	29071
991	8216	29055
992	8223	29041
993	8229	29025
994	8235	29011
995	8243	29001
996	8249	28984
997	8255	28969
998	8259	28945
999	8265	28928
1000	8271	28912
1001	8277	28897
1002	8284	28883
1003	8295	28886
1004	8302	28874
1005	8309	28859
1006	8315	28845
1007	8321	28829
1008	8328	28815
1009	8335	28801
1010	8341	28786
1011	8347	28770
1012	8353	28755
1013	8360	28743
1014	8368	28731
1015	8374	28717
1016	8381	28704
1017	8387	28689
1018	8394	28675
1019	8400	28660
1020	8406	28645
1021	8412	28630
1022	8419	28617
1023	8426	28603
1024	8432	28588
1025	8439	28574
1026	8445	28559
1027	8451	28546
1028	8457	28530
1029	8464	28515
1030	8470	28499
1031	8476	28485
1032	8482	28471
1033	8489	28457
1034	8495	28441
1035	8502	28429
1036	8511	28424
1037	8519	28413
1038	8526	28401
1039	8532	28388
1040	8539	28374
1041	8546	28363
1042	8553	28349
1043	8560	28336
1044	8566	28322
1045	8572	28308
1046	8579	28294
1047	8585	28279
1048	8591	28263
1049	8597	28249
1050	8603	28234
1051	8611	28223
1052	8618	28211
1053	8624	28197
1054	8630	28182
1055	8637	28168
1056	8643	28153
1057	8649	28141
1058	8656	28126
1059	8662	28112
1060	8669	28098
1061	8674	28083
1062	8681	28071
1063	8689	28060
1064	8695	28047
1065	8702	28035
1066	8709	28023
1067	8715	28008
1068	8724	28001
1069	8730	27986
1070	8737	27974
1071	8745	27964
1072	8752	27952
1073	8759	27941
1074	8766	27929
1075	8772	27916
1076	8779	27903
1077	8786	27891
1078	8794	27881
1079	8805	27883
1080	8813	27874
1081	8821	27866
1082	8830	27861
1083	8839	27854
1084	8847	27846
1085	8855	27837
1086	8862	27828
1087	8872	27824
1088	8884	27828
1089	8893	27823
1090	8901	27814
1091	8909	27804
1092	8918	27798
1093	8926	27791
1094	8933	27779
1095	8940	27766
1096	8948	27758
1097	8956	27750
1098	8964	27742
1099	8972	27732
1100	8979	27722
1101	8988	27715
1102	8998	27713
1103	9007	27706
1104	9015	27699
1105	9023	27690
1106	9030	27680
1107	9038	27670
1108	9047	27663
1109	9054	27654
1110	9066	27655
1111	9074	27648
1112	9081	27635
1113	9087	27620
1114	9093	27607
1115	9100	27594
1116	9106	27579
1117	9112	27566
1118	9118	27551
1119	9125	27539
1120	9132	27527
1121	9138	27513
1122	9144	27499
1123	9151	27487
1124	9158	27474
1125	9160	27447
1126	9167	27436
1127	9174	27424
1128	9181	27413
1129	9187	27398
1130	9193	27385
1131	9200	27373
1132	9207	27362
1133	9214	27351
1134	9222	27341
1135	9229	27331
1136	9235	27318
1137	9241	27303
1138	9248	27291
1139	9254	27276
1140	9261	27263
1141	9268	27252
1142	9274	27238
1143	9280	27226
1144	9287	27212
1145	9293	27199
1146	9300	27186
1147	9306	27173
1148	9313	27162
1149	9319	27148
1150	9325	27135
1151	9332	27121
1152	9338	27107
1153	9344	27095
1154	9352	27084
1155	9358	27071
1156	9364	27057
1157	9371	27044
1158	9377	27033
1159	9384	27019
1160	9390	27006
1161	9396	26992
1162	9403	26980
1163	9409	26966
1164	9415	26953
1165	9421	26938
1166	9427	26926
1167	9434	26914
1168	9440	26900
1169	9446	26887
1170	9453	26875
1171	9460	26864
1172	9468	26855
1173	9475	26843
1174	9483	26836
1175	9492	26831
1176	9499	26820
1177	9506	26807
1178	9512	26794
1179	9521	26789
1180	9529	26782
1181	9542	26787
1182	9557	26799
1183	9566	26793
1184	9578	26795
1185	9587	26789
1186	9597	26787
1187	9607	26783
1188	9617	26781
1189	9631	26790
1190	9639	26780
1191	9651	26784
1192	9660	26778
1193	9671	26779
1194	9683	26782
1195	9696	26788
1196	9712	26801
1197	9722	26798
1198	9732	26794
1199	9743	26795
1200	9753	26791
1201	9763	26789
1202	9781	26806
1203	9795	26814
1204	9808	26820
1205	9817	26814
1206	9824	26803
1207	9831	26791
1208	9837	26779
1209	9844	26767
1210	9850	26753
1211	9856	26740
1212	9863	26727
1213	9869	26713
1214	9875	26700
1215	9881	26687
1216	9888	26675
1217	9894	26662
1218	9901	26650
1219	9907	26636
1220	9914	26626
1221	9920	26612
1222	9927	26599
1223	9933	26587
1224	9939	26574
1225	9946	26562
1226	9953	26550
1227	9960	26538
1228	9966	26525
1229	9972	26512
1230	9980	26503
1231	9987	26493
1232	9994	26480
1233	10001	26471
1234	10010	26464
1235	10016	26452
1236	10023	26440
1237	10029	26427
1238	10036	26415
1239	10042	26402
1240	10049	26390
1241	10055	26376
1242	10062	26366
1243	10068	26353
1244	10075	26341
1245	10083	26334
1246	10091	26325
1247	10101	26322
1248	10108	26310
1249	10114	26298
1250	10121	26285
1251	10128	26275
1252	10135	26265
1253	10142	26254
1254	10148	26241
1255	10156	26231
1256	10164	26222
1257	10171	26213
1258	10177	26200
1259	10184	26189
1260	10191	26177
1261	10198	26166
1262	10204	26153
1263	10210	26140
1264	10217	26130
1265	10226	26123
1266	10233	26112
1267	10235	26089
1268	10241	26076
1269	10248	26063
1270	10254	26051
1271	10260	26038
1272	10267	26027
1273	10274	26017
1274	10281	26006
1275	10288	25994
1276	10294	25982
1277	10300	25968
1278	10303	25949
1279	10309	25935
1280	10316	25925
1281	10323	25912
1282	10329	25901
1283	10336	25889
1284	10342	25876
1285	10348	25864
1286	10355	25853
1287	10362	25841
1288	10368	25828
1289	10375	25817
1290	10381	25805
1291	10388	25794
1292	10394	25782
1293	10401	25769
1294	10407	25756
1295	10414	25746
1296	10420	25735
1297	10427	25724
1298	10434	25713
1299	10441	25701
1300	10447	25688
1301	10454	25679
1302	10461	25668
1303	10467	25655
1304	10474	25645
1305	10481	25633
1306	10488	25623
1307	10496	25614
1308	10502	25603
1309	10509	25591
1310	10515	25578
1311	10523	25571
1312	10531	25562
1313	10537	25550
1314	10544	25538
1315	10550	25526
1316	10557	25515
1317	10565	25506
1318	10571	25495
1319	10577	25482
1320	10584	25471
1321	10590	25459
1322	10597	25447
1323	10603	25435
1324	10609	25423
1325	10616	25413
1326	10623	25401
1327	10629	25388
1328	10635	25377
1329	10642	25364
1330	10648	25353
1331	10655	25341
1332	10661	25329
1333	10667	25318
1334	10673	25305
1335	10680	25295
1336	10688	25286
1337	10694	25274
1338	10701	25263
1339	10708	25252
1340	10715	25242
1341	10722	25231
1342	10729	25220
1343	10735	25208
1344	10741	25196
1345	10748	25185
1346	10754	25173
1347	10760	25160
1348	10767	25150
1349	10774	25140
1350	10783	25135
1351	10795	25136
1352	10804	25130
1353	10812	25121
1354	10819	25111
1355	10830	25111
1356	10844	25118
1357	10855	25116
1358	10865	25112
1359	10874	25107
1360	10883	25102
1361	10893	25097
1362	10901	25091
1363	10909	25082
1364	10917	25075
1365	10928	25074
1366	10938	25068
1367	10940	25048
1368	10949	25041
1369	10958	25035
1370	10968	25032
1371	10976	25024
1372	10984	25016
1373	10992	25008
1374	11000	25000
1375	11010	24996
1376	11025	25004
1377	11040	25013
1378	11053	25016
1379	11067	25022
1380	11079	25022
1381	11090	25022
1382	11100	25018
1383	11110	25014
1384	11120	25010
1385	11130	25006
1386	11143	25009
1387	11153	25005
1388	11162	25001
1389	11171	24995
1390	11181	24991
1391	11192	24989
1392	11206	24995
1393	11217	24993
1394	11226	24987
1395	11235	24981
1396	11243	24974
1397	11252	24968
1398	11260	24960
1399	11269	24952
1400	11277	24945
1401	11285	24937
1402	11293	24928
1403	11301	24920
1404	11309	24912
1405	11317	24905
1406	11325	24897
1407	11333	24887
1408	11341	24881
1409	11349	24871
1410	11357	24863
1411	11365	24855
1412	11373	24847
1413	11380	24836
1414	11388	24828
1415	11396	24820
1416	11405	24814
1417	11413	24806
1418	11421	24799
1419	11429	24791
1420	11437	24782
1421	11445	24774
1422	11453	24766
1423	11463	24761
1424	11470	24753
1425	11479	24745
1426	11487	24737
1427	11495	24729
1428	11502	24720
1429	11510	24711
1430	11518	24702
1431	11525	24693
1432	11533	24685
1433	11541	24676
1434	11551	24673
1435	11558	24662
1436	11565	24652
1437	11573	24643
1438	11581	24634
1439	11587	24623
1440	11594	24612
1441	11600	24601
1442	11607	24590
1443	11614	24579
1444	11621	24569
1445	11627	24557
1446	11633	24546
1447	11642	24539
1448	11656	24543
1449	11680	24569
1450	11695	24575
1451	11706	24572
1452	11714	24566
1453	11722	24557
1454	11731	24550
1455	11739	24542
1456	11747	24535
1457	11755	24527
1458	11763	24519
1459	11771	24510
1460	11779	24503
1461	11788	24496
1462	11799	24494
1463	11807	24486
1464	11815	24478
1465	11824	24470
1466	11831	24461
1467	11839	24453
1468	11846	24443
1469	11855	24436
1470	11867	24437
1471	11879	24436
1472	11888	24430
1473	11896	24423
1474	11905	24417
1475	11914	24410
1476	11923	24403
1477	11931	24396
1478	11941	24391
1479	11950	24384
1480	11959	24378
1481	11967	24370
1482	11975	24362
1483	11984	24356
1484	11994	24351
1485	12002	24344
1486	12012	24339
1487	12020	24332
1488	12029	24325
1489	12036	24316
1490	12044	24307
1491	12051	24297
1492	12060	24290
1493	12069	24283
1494	12079	24280
1495	12088	24273
1496	12097	24267
1497	12104	24256
1498	12110	24245
1499	12116	24233
1500	12123	24221
1501	12129	24211
1502	12136	24199
1503	12142	24188
1504	12149	24178
1505	12156	24167
1506	12163	24156
1507	12169	24145
1508	12171	24125
1509	12177	24113
1510	12184	24103
1511	12191	24092
1512	12198	24082
1513	12204	24070
1514	12210	24059
1515	12217	24048
1516	12223	24036
1517	12230	24025
1518	12237	24015
1519	12243	24003
1520	12249	23992
1521	12256	23981
1522	12263	23971
1523	12270	23961
1524	12278	23953
1525	12286	23945
1526	12293	23935
1527	12304	23932
1528	12313	23926
1529	12321	23918
1530	12325	23903
1531	12332	23892
1532	12340	23883
1533	12348	23876
1534	12356	23867
1535	12365	23860
1536	12372	23852
1537	12382	23847
1538	12391	23841
1539	12400	23835
1540	12410	23830
1541	12419	23824
1542	12428	23818
1543	12437	23811
1544	12445	23804
1545	12456	23801
1546	12467	23798
1547	12469	23778
1548	12477	23769
1549	12487	23765
1550	12494	23757
1551	12501	23747
1552	12509	23737
1553	12518	23731
1554	12526	23723
1555	12532	23712
1556	12539	23701
1557	12545	23690
1558	12552	23680
1559	12559	23669
1560	12566	23660
1561	12573	23649
1562	12579	23637
1563	12585	23626
1564	12592	23615
1565	12598	23604
1566	12605	23594
1567	12612	23583
1568	12618	23572
1569	12626	23563
1570	12634	23556
1571	12642	23548
1572	12649	23537
1573	12656	23527
1574	12668	23526
1575	12675	23516
1576	12683	23508
1577	12691	23501
1578	12700	23494
1579	12710	23490
1580	12719	23483
1581	12726	23474
1582	12735	23466
1583	12742	23456
1584	12748	23446
1585	12754	23435
1586	12761	23423
1587	12767	23413
1588	12775	23404
1589	12781	23392
1590	12789	23384
1591	12798	23377
1592	12805	23368
1593	12813	23359
1594	12821	23351
1595	12829	23344
1596	12838	23336
1597	12846	23329
1598	12853	23320
1599	12861	23310
1600	12867	23299
1601	12874	23289
1602	12880	23277
1603	12886	23265
1604	12892	23255
1605	12903	23252
1606	12911	23244
1607	12919	23235
1608	12926	23226
1609	12935	23219
1610	12945	23215
1611	12953	23206
1612	12961	23198
1613	12969	23191
1614	12977	23182
1615	12985	23175
1616	12993	23165
1617	13001	23158
1618	13010	23152
1619	13019	23145
1620	13026	23136
1621	13034	23128
1622	13042	23120
1623	13047	23106
1624	13055	23098
1625	13066	23094
1626	13076	23091
1627	13087	23088
1628	13096	23081
1629	13104	23074
1630	13113	23066
1631	13119	23054
1632	13125	23044
1633	13132	23034
1634	13139	23024
1635	13146	23014
1636	13153	23005
1637	13160	22993
1638	13166	22983
1639	13173	22973
1640	13180	22963
1641	13187	22954
1642	13194	22943
1643	13200	22932
1644	13212	22930
1645	13221	22925
1646	13230	22918
1647	13240	22913
1648	13250	22908
1649	13256	22898
1650	13263	22887
1651	13269	22876
1652	13275	22865
1653	13282	22854
1654	13289	22845
1655	13296	22835
1656	13302	22824
1657	13309	22813
1658	13315	22802
1659	13322	22793
1660	13329	22783
1661	13336	22773
1662	13342	22762
1663	13348	22750
1664	13356	22741
1665	13362	22729
1666	13368	22718
1667	13374	22707
1668	13380	22696
1669	13386	22685
1670	13392	22674
1671	13399	22663
1672	13405	22653
1673	13412	22641
1674	13418	22631
1675	13424	22620
1676	13433	22612
1677	13439	22602
1678	13445	22590
1679	13452	22581
1680	13459	22570
1681	13470	22568
1682	13479	22561
1683	13487	22553
1684	13495	22545
1685	13503	22537
1686	13511	22529
1687	13517	22519
1688	13524	22508
1689	13530	22497
1690	13538	22489
1691	13546	22481
1692	13553	22471
1693	13560	22462
1694	13567	22452
1695	13573	22441
1696	13581	22432
1697	13587	22421
1698	13593	22410
1699	13599	22399
1700	13605	22388
1701	13612	22377
1702	13618	22367
1703	13626	22358
1704	13632	22348
1705	13639	22337
1706	13647	22330
1707	13654	22320
1708	13660	22309
1709	13666	22298
1710	13674	22289
1711	13680	22278
1712	13687	22268
1713	13693	22257
1714	13699	22246
1715	13705	22236
1716	13711	22224
1717	13718	22214
1718	13724	22204
1719	13732	22194
1720	13738	22185
1721	13745	22174
1722	13752	22165
1723	13758	22154
