iter	RMSE
708	0.1020602433
709	0.10199467
710	0.1019164846
711	0.1018454934
712	0.1017692702
713	0.1017063917
714	0.1016471014
715	0.1015701896
716	0.1014724008
717	0.1014023801
718	0.1013337782
719	0.1012528989
720	0.1011830273
721	0.1011073207
722	0.1010453244
723	0.1009777738
724	0.1009140781
725	0.1008581165
726	0.1007893062
727	0.1007281234
728	0.1006538404
729	0.1005945148
730	0.1005200645
731	0.100464209
732	0.1003924089
733	0.1003359165
734	0.100274677
735	0.1002191685
736	0.10015244
737	0.1000895655
738	0.100026475
739	0.0999630845
740	0.0999018415
741	0.09983991638
742	0.09977220704
743	0.09969384473
744	0.09962996888
745	0.09956950769
746	0.09949195151
747	0.09943216245
748	0.09936742024
749	0.09930186266
750	0.099225367
751	0.09916028865
752	0.09910132991
753	0.09905155097
754	0.09900678647
755	0.09894702688
756	0.09888597842
757	0.09882179594
758	0.09875005212
759	0.09870267397
760	0.09864114491
761	0.09859163014
762	0.09852886295
763	0.09846349573
764	0.09840499697
765	0.09835633836
766	0.09829778724
767	0.0982387778
768	0.09815814553
769	0.0981020128
770	0.09803910516
771	0.09797571457
772	0.09791630717
773	0.0978581656
774	0.09784318972
775	0.09778800162
776	0.09773492805
777	0.09767675184
778	0.09762586895
779	0.09756809773
780	0.09749856335
781	0.09743572325
782	0.09736866637
783	0.09731800079
784	0.0972672899
785	0.09720797881
786	0.09715154949
787	0.09707762225
788	0.09701630303
789	0.09695944165
790	0.0968871248
791	0.09683701102
792	0.09677030943
793	0.09671157375
794	0.09666041722
795	0.09659909876
796	0.09654284567
797	0.09647511088
798	0.09642260468
799	0.0963500315
800	0.09629419767
801	0.09623845307
802	0.09617062098
803	0.09610075966
804	0.0960342047
805	0.095976395
806	0.09591236067
807	0.09586070755
808	0.09580571984
809	0.09575152947
810	0.09569420381
811	0.0956430203
812	0.09558848924
813	0.0955343796
814	0.09548142251
815	0.09543510906
816	0.09538704137
817	0.0953473636
818	0.0952931111
819	0.09525277757
820	0.09519109287
821	0.09513272973
822	0.09506750562
823	0.09501352727
824	0.09497102368
825	0.09491359576
826	0.0948772325
827	0.09482536037
828	0.09477715434
829	0.0947299383
830	0.0946645803
831	0.09461515321
832	0.09456737666
833	0.09451340086
834	0.0944702815
835	0.09441178827
836	0.09435202392
837	0.09431110084
838	0.09426439815
839	0.09421159035
840	0.09416271765
841	0.09410404822
842	0.0940419926
843	0.0939999958
844	0.09395547893
845	0.09390374284
846	0.09386171592
847	0.09380783007
848	0.09376641664
849	0.09371480853
850	0.09366530505
851	0.09361718649
852	0.09357502743
853	0.09352158247
854	0.09347420454
855	0.09342895604
856	0.0933867791
857	0.09334528829
858	0.09329327904
859	0.09324216635
860	0.09319903662
861	0.09315577201
862	0.09310210138
863	0.09305121097
864	0.09300273744
865	0.09295420554
866	0.09290643113
867	0.0928629378
868	0.09281550356
869	0.09276884184
870	0.09273476398
871	0.09269362198
872	0.09264643039
873	0.09261269168
874	0.09256255155
875	0.09249666725
876	0.09244378993
877	0.09239614391
878	0.09233324665
879	0.09228465279
880	0.09222872568
881	0.09217014218
882	0.09211953794
883	0.09208686568
884	0.09204993986
885	0.09199805591
886	0.09194846595
887	0.09190035544
888	0.09184928641
889	0.09180504376
890	0.09176612048
891	0.09171099937
892	0.09166451632
893	0.09161319699
894	0.09157454573
895	0.0915269821
896	0.09147805491
897	0.09143222071
898	0.09139628849
899	0.09135582504
900	0.09129970942
901	0.09124706016
902	0.0912022125
903	0.09114861615
904	0.09111192134
905	0.09106495504
906	0.0910260584
907	0.09098441245
908	0.09092300941
909	0.09088655181
910	0.09085063885
911	0.09080712663
912	0.09077363049
913	0.09071177238
914	0.09067163984
915	0.09063528003
916	0.09058927989
917	0.0905191728
918	0.09048782575
919	0.09044022687
920	0.09040353107
921	0.09035137716
922	0.09030224067
923	0.09024396215
924	0.09019834879
925	0.09017795647
926	0.09012986204
927	0.09009586795
928	0.09007029266
929	0.0900153111
930	0.08998835382
931	0.08994883169
932	0.08990568024
933	0.08986341565
934	0.0898285432
935	0.08977982423
936	0.08974464078
937	0.08970592965
938	0.08967126077
939	0.08964298496
940	0.08960446734
941	0.08955969499
942	0.08952056844
943	0.0894578252
944	0.08941332196
945	0.08937884553
946	0.0893428905
947	0.08930292753
948	0.08925596453
949	0.08920782534
950	0.08917369373
951	0.08914584223
952	0.08909970089
953	0.08905429269
954	0.08901351232
955	0.08897902918
956	0.08893387009
957	0.08890193803
958	0.08886834379
959	0.08882096473
960	0.0887660938
961	0.0887117252
962	0.08865835777
963	0.08861550282
964	0.08856598763
965	0.08851993292
966	0.08847200101
967	0.08843390516
968	0.08839865809
969	0.08835140562
970	0.08830272108
971	0.08826815979
972	0.08822166015
973	0.08816818922
974	0.08812297584
975	0.08809452897
976	0.08806411468
977	0.08802543752
978	0.08799100464
979	0.08795778614
980	0.08791479757
981	0.08787143393
982	0.08783222776
983	0.08778369783
984	0.08775916925
985	0.08771016412
986	0.08766900242
987	0.08762009686
988	0.08757235933
989	0.08753849637
990	0.08751779204
991	0.08747766998
992	0.08743054967
993	0.08739152125
994	0.08734690532
995	0.08730715302
996	0.08727004829
997	0.08724004841
998	0.08721597968
999	0.08717849821
1000	0.08713572759
1001	0.08710371315
1002	0.08706760803
1003	0.08703784689
1004	0.08699933907
1005	0.08696371201
1006	0.086936618
1007	0.08689551858
1008	0.08685260587
1009	0.08681193787
1010	0.08677000306
1011	0.08674290368
1012	0.08670967302
1013	0.08667525176
1014	0.08664462115
1015	0.08659565521
1016	0.08653567464
1017	0.08650060736
1018	0.08646131726
1019	0.08641675061
1020	0.08639135486
1021	0.0863528037
1022	0.08630937884
1023	0.08627779237
1024	0.08624861012
1025	0.08620036298
1026	0.08616429541
1027	0.0861322519
1028	0.08609846908
1029	0.08605719679
1030	0.08601196239
1031	0.08596211076
1032	0.08592775857
1033	0.08588907822
1034	0.08585714021
1035	0.0858162008
1036	0.08577399927
1037	0.08574553728
1038	0.08571568521
1039	0.08568304264
1040	0.08563265226
1041	0.08558885303
1042	0.08555541776
1043	0.08551985448
1044	0.08546791028
1045	0.08543058379
1046	0.08539115685
1047	0.08536048383
1048	0.08532722443
1049	0.08529268846
1050	0.08524293927
1051	0.08520988637
1052	0.0851691351
1053	0.08512578427
1054	0.08509059148
1055	0.08506261058
1056	0.08503336435
1057	0.08500638524
1058	0.08495931258
1059	0.08491238093
1060	0.08487881759
1061	0.084845218
1062	0.08481517004
1063	0.08476670838
1064	0.08472728556
1065	0.08470303681
1066	0.08467667057
1067	0.08462751499
1068	0.08458382975
1069	0.08454950788
1070	0.08451931268
1071	0.08446986513
1072	0.08444124421
1073	0.08439736086
1074	0.08435852842
1075	0.08433487948
1076	0.08430769197
1077	0.08427458948
1078	0.08424573335
1079	0.0842171068
1080	0.08417320137
1081	0.08413291694
1082	0.08409034571
1083	0.0840650991
1084	0.08403076055
1085	0.08399537525
1086	0.08395742348
1087	0.08392973095
1088	0.08388955438
1089	0.08385305467
1090	0.08382791356
1091	0.08379629204
1092	0.08376277171
1093	0.08374469825
1094	0.08371670084
1095	0.0836901462
1096	0.08365110201
1097	0.08362628325
1098	0.08359556709
1099	0.08356703722
1100	0.083529725
1101	0.08349140505
1102	0.08346027793
1103	0.0834299401
1104	0.0833964671
1105	0.08334935681
1106	0.08332368
1107	0.08329994955
1108	0.08326771308
1109	0.08322982963
1110	0.08319431694
1111	0.08316268598
1112	0.08312299407
1113	0.0830935623
1114	0.083067517
1115	0.08301394759
1116	0.08298434445
1117	0.08296220273
1118	0.08293241382
1119	0.08290173582
1120	0.08287113112
1121	0.08283893919
1122	0.08280565176
1123	0.08277728448
1124	0.08273763682
1125	0.08272766439
1126	0.08269930973
1127	0.08266275231
1128	0.08261973352
1129	0.08259989835
1130	0.08256416937
1131	0.08253302781
1132	0.08250786924
1133	0.08245893953
1134	0.08242600697
1135	0.08238509991
1136	0.08235546078
1137	0.08232965958
1138	0.08230394536
1139	0.08227538824
1140	0.08224683456
1141	0.082200724
1142	0.08215949488
1143	0.08212000175
1144	0.08209433741
1145	0.08205023782
1146	0.08201818617
1147	0.08199127989
1148	0.081950369
1149	0.08192701643
1150	0.08189594591
1151	0.08187187653
1152	0.08185285853
1153	0.08181297245
1154	0.08178701493
1155	0.08176050674
1156	0.08172382166
1157	0.08169560728
1158	0.08167355118
1159	0.08164341068
1160	0.0816090675
1161	0.08158509438
1162	0.08155984637
1163	0.08154033923
1164	0.0815085286
1165	0.08148415556
1166	0.08146156468
1167	0.08144570956
1168	0.08142610778
1169	0.08140030392
1170	0.08134861453
1171	0.08131486316
1172	0.08128201739
1173	0.0812481458
1174	0.08121952672
1175	0.08119538904
1176	0.0811700155
1177	0.08113988211
1178	0.08109409954
1179	0.08105487211
1180	0.0810236694
1181	0.08097412545
1182	0.08094182573
1183	0.08089460484
1184	0.08087010736
1185	0.08084133601
1186	0.08082156889
1187	0.08078309773
1188	0.08075996458
1189	0.08073196476
1190	0.08070076451
1191	0.0806727123
1192	0.08064966888
1193	0.08061039675
1194	0.08057580157
1195	0.08053677051
1196	0.0804977939
1197	0.08046728138
1198	0.08044302605
1199	0.08041809455
1200	0.08037167058
1201	0.08034704053
1202	0.08032288776
1203	0.08029391085
1204	0.08026211009
1205	0.08023804359
1206	0.08019723505
1207	0.08016282022
1208	0.08013354517
1209	0.08010553224
1210	0.08007737727
1211	0.08006407559
1212	0.08003876472
1213	0.08001711727
1214	0.07998871754
1215	0.07995135541
1216	0.07992080993
1217	0.079885819
1218	0.07985829665
1219	0.0798206376
1220	0.07978615902
1221	0.0797519778
1222	0.0797305535
1223	0.07968838795
1224	0.07966053828
1225	0.07962681066
1226	0.07960068153
1227	0.07957616706
1228	0.07954761664
1229	0.07952665724
1230	0.07948392788
1231	0.07945787823
1232	0.07943843992
1233	0.07940914798
1234	0.07938437887
1235	0.07936484799
1236	0.07933318612
1237	0.07930068096
1238	0.07927717685
1239	0.07925289742
1240	0.07923168437
1241	0.07921260117
1242	0.07917624704
1243	0.07914414385
1244	0.07912059331
1245	0.07910407546
1246	0.07908672714
1247	0.07906707558
1248	0.07902928639
1249	0.07899639384
1250	0.07895965681
1251	0.0789259677
1252	0.07888763289
1253	0.07885909128
1254	0.07881985308
1255	0.07878843552
1256	0.07875557369
1257	0.07872750038
1258	0.07869808539
1259	0.07866606869
1260	0.07863869408
1261	0.07860386943
1262	0.07857522543
1263	0.07855354072
1264	0.07852920498
1265	0.07850416337
1266	0.07847405848
1267	0.07845760485
1268	0.07843220467
1269	0.07840234699
1270	0.07837522401
1271	0.0783427153
1272	0.07831471135
1273	0.07828775389
1274	0.07826173977
1275	0.07823926684
1276	0.07822868996
1277	0.07820380085
1278	0.07818992859
1279	0.07816796919
1280	0.07813411427
1281	0.07811026323
1282	0.07806324025
1283	0.07804276392
1284	0.07802229129
1285	0.07799800531
1286	0.07795549457
1287	0.07792674583
1288	0.07790305872
1289	0.0778882094
1290	0.07785910567
1291	0.07783778664
1292	0.07779851777
1293	0.07777712514
1294	0.07776009268
1295	0.07773224698
1296	0.07769686883
1297	0.07766781529
1298	0.07764876315
1299	0.0776133938
1300	0.07758910427
1301	0.07756822427
1302	0.07755016554
1303	0.07752633882
1304	0.07750785237
1305	0.0774811841
1306	0.07746289999
1307	0.07742791293
1308	0.0774005305
1309	0.07738106291
1310	0.07733200566
1311	0.07729898381
1312	0.07726964948
1313	0.07725000989
1314	0.07722618322
1315	0.07720323347
1316	0.07716999341
1317	0.07713714153
1318	0.0770983647
1319	0.07706976584
1320	0.07704731679
1321	0.07701957344
1322	0.07699965764
1323	0.07697498918
1324	0.07693217957
1325	0.0769073985
1326	0.07688433097
1327	0.0768670624
1328	0.07684198368
1329	0.07681227246
1330	0.07678689202
1331	0.07676298436
1332	0.07674938705
1333	0.07673081873
1334	0.07670605232
1335	0.07668245877
1336	0.0766473568
1337	0.07660905588
1338	0.07658108258
1339	0.07656375509
1340	0.07652944174
1341	0.0765011678
1342	0.07647375458
1343	0.0764439808
1344	0.07641530546
1345	0.07637671782
1346	0.07636058145
1347	0.0763195148
1348	0.07629385173
1349	0.07626638459
1350	0.07623463183
1351	0.07621508821
1352	0.07618441222
1353	0.07615612479
1354	0.07612819232
1355	0.07609884673
1356	0.0760732024
1357	0.07605320313
1358	0.07602682846
1359	0.07599841724
1360	0.07596302019
1361	0.07593042367
1362	0.07589630269
1363	0.07586573269
1364	0.07583733028
1365	0.07581898221
1366	0.07579783146
1367	0.0757885511
1368	0.07576907522
1369	0.0757300227
1370	0.0756950467
1371	0.07566766671
1372	0.0756325872
1373	0.0756130817
1374	0.07557285517
1375	0.07554903893
1376	0.07553161668
1377	0.07551174339
1378	0.07549175381
1379	0.07547118369
1380	0.07544761768
1381	0.07542183225
1382	0.07540194187
1383	0.07538047043
1384	0.07534374739
1385	0.07532000321
1386	0.07530103294
1387	0.07525139194
1388	0.07522585563
1389	0.07520251374
1390	0.07517461241
1391	0.0751500655
1392	0.07513566142
1393	0.07512440209
1394	0.07509975231
1395	0.07507228377
1396	0.07504241778
1397	0.07501316166
1398	0.074988981
1399	0.07495179524
1400	0.07492374142
1401	0.07489116296
1402	0.07485928787
1403	0.0748279997
1404	0.07478558727
1405	0.07474761707
1406	0.07470919091
1407	0.0746876503
1408	0.07465178863
1409	0.07463711081
1410	0.07461651408
1411	0.07458937398
1412	0.07457104061
1413	0.07454349771
1414	0.07450427136
1415	0.07448681855
1416	0.07446784241
1417	0.07444158049
1418	0.07439147821
1419	0.07437177631
1420	0.07435058572
1421	0.07433505443
1422	0.07430090169
1423	0.07427147834
1424	0.07423445982
1425	0.07421264343
1426	0.07418109694
1427	0.07414585912
1428	0.07412269849
1429	0.07410015361
1430	0.07408001905
1431	0.07405561987
1432	0.07403677082
1433	0.07402140247
1434	0.07398827046
1435	0.07396609021
1436	0.07394583387
1437	0.07391382113
1438	0.07388978946
1439	0.07385694101
1440	0.07382997591
1441	0.07380762269
1442	0.07377241178
1443	0.07374089395
1444	0.07371763324
1445	0.07369247009
1446	0.07367053887
1447	0.07364586992
1448	0.07362266137
1449	0.07359596627
1450	0.07357478367
1451	0.07354869601
1452	0.07352710993
1453	0.07350612739
1454	0.07348211163
1455	0.07346661238
1456	0.07344265852
1457	0.07340789015
1458	0.07338644357
1459	0.07334572549
1460	0.07331155591
1461	0.0732825267
1462	0.07323675319
1463	0.07320610142
1464	0.07317726077
1465	0.07315553619
1466	0.07313075337
1467	0.07309991884
1468	0.07308098143
1469	0.07305903342
1470	0.0730268756
1471	0.07300118282
1472	0.07297978306
1473	0.07295596152
1474	0.07292264184
1475	0.07289727334
1476	0.07287841741
1477	0.0728505248
1478	0.0728128173
1479	0.07279185098
1480	0.07276999267
1481	0.07275132188
1482	0.07271226808
1483	0.07268735308
1484	0.07264495821
1485	0.07261067818
1486	0.07258040335
1487	0.07255269285
1488	0.07252592158
1489	0.07249014664
1490	0.07244558425
1491	0.07242024025
1492	0.0723727856
1493	0.07233715485
1494	0.07231390106
1495	0.0722845845
1496	0.07226201087
1497	0.07223362437
1498	0.07220977912
1499	0.07218263947
1500	0.07214639683
1501	0.07212883852
1502	0.07210454481
1503	0.07208899327
1504	0.07206306721
1505	0.07203994779
